"No.","Time","Source","Destination","Protocol","Length","Info"
"515","40.618769","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","718","60671  >  3702 Len=656"
"516","40.654045","192.168.50.1","224.0.0.1","IGMPv3","60","Membership Query, general"
"517","40.722555","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"518","40.760582","192.168.50.134","239.255.255.250","UDP","698","60670  >  3702 Len=656"
"519","40.993340","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"520","41.028564","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","718","60671  >  3702 Len=656"
"521","41.063885","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"522","41.196509","fe80::b8bf:7ed7:401f:688b","fe80::fcc2:92ca:2888:8020","SSDP","523","HTTP/1.1 200 OK "
"523","41.215192","192.168.50.134","239.255.255.250","UDP","698","60670  >  3702 Len=656"
"524","41.633898","192.168.50.168","192.168.50.1","NBNS","110","Refresh NB WORKGROUP<00>"
"525","41.634010","192.168.50.168","192.168.50.134","SSDP","481","HTTP/1.1 200 OK "
"526","41.635588","192.168.50.1","192.168.50.168","ICMP","138","Destination unreachable (Port unreachable)"
"527","41.732825","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"528","41.855358","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","718","60671  >  3702 Len=656"
"529","42.087961","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"530","42.107461","192.168.50.134","239.255.255.250","UDP","698","60670  >  3702 Len=656"
"531","42.685524","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<1e>"
"532","42.742791","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"533","42.904858","192.168.50.134","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"534","42.994602","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"535","43.045882","fe80::fcc2:92ca:2888:8020","ff02::1:2","DHCPv6","153","Solicit XID: 0x4d0e48 CID: 0001000128a5f211088fc30ab66b "
"536","43.440998","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<1e>"
"537","43.489726","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","718","60671  >  3702 Len=656"
"538","43.752746","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"539","43.897759","192.168.50.134","239.255.255.250","UDP","698","60670  >  3702 Len=656"
"540","44.203944","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<1e>"
"541","44.437381","165.254.191.197","192.168.50.168","TCP","60","[TCP Keep-Alive] 443  >  49673 [ACK] Seq=256 Ack=824 Win=501 Len=0"
"542","44.437426","192.168.50.168","165.254.191.197","TCP","54","[TCP Keep-Alive ACK] 49673  >  443 [ACK] Seq=824 Ack=257 Win=1023 Len=0"
"543","44.762769","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"544","44.969770","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<1e>"
"545","45.501025","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","718","60671  >  3702 Len=656"
"546","45.734668","192.168.50.134","192.168.50.255","BROWSER","224","Request Announcement LAPTOP-FRED"
"547","45.753497","192.168.50.134","192.168.50.255","BROWSER","243","Host Announcement LAPTOP-FRED, Workstation, Server, NT Workstation, Potential Browser"
"548","45.773049","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"549","45.832512","192.168.50.134","224.0.0.251","MDNS","501","Standard query response 0x0000 TXT, cache flush PTR _nvstream_dbd._tcp.local PTR 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local SRV, cache flush 0 0 47989 LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local A, cache flush 192.168.50.134 AAAA, cache flush fe80::fcc2:92ca:2888:8020 NSEC, cache flush 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local NSEC, cache flush 134.50.168.192.in-addr.arpa NSEC, cache flush 0.2.0.8.8.8.8.2.A.C.2.9.2.C.C.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush LAPTOP-FRED.local OPT"
"550","45.907875","192.168.50.134","239.255.255.250","UDP","698","60670  >  3702 Len=656"
"551","46.782813","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"552","47.251022","192.168.50.134","192.168.50.255","BROWSER","224","Request Announcement LAPTOP-FRED"
"553","47.514072","fe80::fcc2:92ca:2888:8020","ff02::c","UDP","718","60671  >  3702 Len=656"
"554","47.792680","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"555","48.764996","192.168.50.134","192.168.50.255","BROWSER","224","Request Announcement LAPTOP-FRED"
"556","48.802752","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"557","49.496714","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"558","49.667679","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"559","49.673978","192.168.50.63","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"560","49.812814","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"561","50.271564","192.168.50.134","192.168.50.255","BROWSER","224","Request Announcement LAPTOP-FRED"
"562","50.728049","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"563","50.822934","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"564","51.752004","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"565","51.772846","192.168.50.134","192.168.50.255","BROWSER","236","Browser Election Request"
"566","51.832755","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"567","52.773568","192.168.50.134","192.168.50.255","BROWSER","236","Browser Election Request"
"568","52.842848","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"569","53.775071","192.168.50.134","192.168.50.255","BROWSER","236","Browser Election Request"
"570","53.852826","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"571","54.780814","192.168.50.134","192.168.50.255","BROWSER","236","Browser Election Request"
"572","54.863127","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"573","55.872899","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"574","56.882970","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"575","57.122859","Cisco_79:23:4c","Broadcast","ARP","60","Gratuitous ARP for 192.168.50.174 (Request)"
"576","57.893047","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"577","58.902827","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"578","59.054758","fe80::fcc2:92ca:2888:8020","ff02::1:2","DHCPv6","153","Solicit XID: 0x4d0e48 CID: 0001000128a5f211088fc30ab66b "
"579","59.541535","165.254.191.197","192.168.50.168","TCP","60","[TCP Keep-Alive] 443  >  49673 [ACK] Seq=256 Ack=824 Win=501 Len=0"
"580","59.541581","192.168.50.168","165.254.191.197","TCP","54","[TCP Keep-Alive ACK] 49673  >  443 [ACK] Seq=824 Ack=257 Win=1023 Len=0"
"581","59.912808","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"582","60.361620","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<1d>"
"583","60.655217","192.168.50.1","224.0.0.1","IGMPv3","60","Membership Query, general"
"584","60.752344","192.168.50.168","52.226.139.121","TCP","55","55161  >  443 [ACK] Seq=1 Ack=1 Win=1025 Len=1 [TCP segment of a reassembled PDU]"
"585","60.782936","52.226.139.121","192.168.50.168","TCP","66","443  >  55161 [ACK] Seq=1 Ack=2 Win=7354 Len=0 SLE=1 SRE=2"
"586","60.922767","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"587","61.124779","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<1d>"
"588","61.844949","192.168.50.134","224.0.0.251","MDNS","501","Standard query response 0x0000 TXT, cache flush PTR _nvstream_dbd._tcp.local PTR 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local SRV, cache flush 0 0 47989 LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local A, cache flush 192.168.50.134 AAAA, cache flush fe80::fcc2:92ca:2888:8020 NSEC, cache flush 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local NSEC, cache flush 134.50.168.192.in-addr.arpa NSEC, cache flush 0.2.0.8.8.8.8.2.A.C.2.9.2.C.C.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush LAPTOP-FRED.local OPT"
"589","61.875143","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<1d>"
"590","61.932917","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"591","62.003104","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"592","62.406473","Intel_47:29:99","Broadcast","ARP","60","Who has 192.168.50.1? Tell 192.168.50.134"
"593","62.638644","192.168.50.134","192.168.50.255","NBNS","110","Registration NB WORKGROUP<1d>"
"594","62.904674","192.168.50.1","192.168.50.255","UDP","118","35258  >  7788 Len=76"
"595","62.942963","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"596","63.952962","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"597","64.356641","HostEngineer_21:7a:58","Broadcast","ARP","60","ARP Announcement for 192.168.50.83"
"598","64.963103","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"599","65.973072","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"600","66.500609","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"601","66.982791","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"602","67.500681","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"603","67.927070","192.168.50.134","192.168.50.255","NBNS","110","Registration NB <01><02>__MSBROWSE__<02><01>"
"604","67.992913","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"605","68.679349","192.168.50.134","192.168.50.255","NBNS","110","Registration NB <01><02>__MSBROWSE__<02><01>"
"606","69.002907","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"607","69.442321","192.168.50.134","192.168.50.255","NBNS","110","Registration NB <01><02>__MSBROWSE__<02><01>"
"608","70.013160","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"609","70.014002","192.168.50.63","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"610","70.193020","192.168.50.134","192.168.50.255","NBNS","110","Registration NB <01><02>__MSBROWSE__<02><01>"
"611","70.956909","192.168.50.134","192.168.50.255","BROWSER","224","Request Announcement LAPTOP-FRED"
"612","70.956909","192.168.50.134","192.168.50.255","BROWSER","224","Request Announcement LAPTOP-FRED"
"613","70.957275","192.168.50.134","192.168.50.255","BROWSER","254","Domain/Workgroup Announcement WORKGROUP, NT Workstation, Domain Enum"
"614","70.971320","192.168.50.134","192.168.50.255","BROWSER","243","Local Master Announcement LAPTOP-FRED, Workstation, Server, NT Workstation, Potential Browser, Master Browser"
"615","70.971828","192.168.50.106","192.168.50.255","NBNS","92","Name query NB WORKGROUP<1d>"
"616","71.019643","192.168.50.106","192.168.50.255","NBNS","92","Name query NB WORKGROUP<1d>"
"617","71.022941","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"618","71.023952","Intel_47:29:99","Broadcast","ARP","60","Who has 192.168.50.106? Tell 192.168.50.134"
"619","71.042238","192.168.50.106","192.168.50.255","BROWSER","216","Get Backup List Request"
"620","71.125272","192.168.50.106","192.168.50.255","BROWSER","216","Get Backup List Request"
"621","72.033306","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"622","72.172991","Cisco_79:23:4c","Broadcast","ARP","60","Gratuitous ARP for 192.168.50.174 (Request)"
"623","72.172991","Cisco_79:23:4c","Broadcast","ARP","60","Who has 192.168.50.174? Tell 0.0.0.0"
"624","73.043072","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"625","74.053128","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"626","74.645211","165.254.191.197","192.168.50.168","TCP","60","[TCP Keep-Alive] 443  >  49673 [ACK] Seq=256 Ack=824 Win=501 Len=0"
"627","74.645256","192.168.50.168","165.254.191.197","TCP","54","[TCP Keep-Alive ACK] 49673  >  443 [ACK] Seq=824 Ack=257 Win=1023 Len=0"
"628","75.063179","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"629","75.683973","192.168.50.134","192.168.50.255","NBNS","92","Name query NB MAC-0812F1<00>"
"630","75.688439","192.168.50.106","192.168.50.255","BROWSER","216","Get Backup List Request"
"631","75.688439","192.168.50.106","192.168.50.255","BROWSER","216","Get Backup List Request"
"632","76.072985","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"633","77.083225","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"634","78.093081","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"635","79.102986","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"636","80.113027","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"637","80.656182","192.168.50.1","224.0.0.1","IGMPv3","60","Membership Query, general"
"638","81.123177","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"639","82.133331","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"640","83.143094","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"641","83.488952","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"642","84.153169","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"643","84.489654","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"644","85.163081","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"645","85.990356","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"646","86.173396","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"647","86.614089","192.168.50.63","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"648","87.183100","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"649","88.193335","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"650","89.203154","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"651","89.753205","165.254.191.197","192.168.50.168","TCP","60","[TCP Keep-Alive] 443  >  49673 [ACK] Seq=256 Ack=824 Win=501 Len=0"
"652","89.753252","192.168.50.168","165.254.191.197","TCP","54","[TCP Keep-Alive ACK] 49673  >  443 [ACK] Seq=824 Ack=257 Win=1023 Len=0"
"653","90.213179","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"654","91.061568","fe80::fcc2:92ca:2888:8020","ff02::1:2","DHCPv6","153","Solicit XID: 0x4d0e48 CID: 0001000128a5f211088fc30ab66b "
"655","91.223190","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"656","92.233180","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"657","92.273222","Cisco_79:23:4c","Broadcast","ARP","60","Gratuitous ARP for 192.168.50.174 (Request)"
"658","93.243147","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"659","93.855601","192.168.50.134","224.0.0.251","MDNS","478","Standard query response 0x0000 TXT, cache flush PTR _nvstream_dbd._tcp.local PTR 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local SRV, cache flush 0 0 47989 LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local PTR, cache flush LAPTOP-FRED.local A, cache flush 192.168.50.134 AAAA, cache flush fe80::fcc2:92ca:2888:8020 NSEC, cache flush 3.27.0.120-LAPTOP-FRED.7275a78a-c424-4494-8e1d-0cbd1977190f._nvstream_dbd._tcp.local NSEC, cache flush 134.50.168.192.in-addr.arpa NSEC, cache flush 0.2.0.8.8.8.8.2.A.C.2.9.2.C.C.F.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush LAPTOP-FRED.local"
"660","93.990383","40.100.162.18","192.168.50.168","TCP","60","443  >  55668 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"661","94.253173","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"662","94.493863","HewlettPacka_55:49:73","ASUSTekCOMPU_9a:63:18","ARP","42","Who has 192.168.50.1? Tell 192.168.50.168"
"663","94.495046","ASUSTekCOMPU_9a:63:18","HewlettPacka_55:49:73","ARP","60","192.168.50.1 is at c8:7f:54:9a:63:18"
"664","95.119234","192.168.50.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"665","95.119234","192.168.50.1","239.255.255.250","SSDP","513","NOTIFY * HTTP/1.1 "
"666","95.119514","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"667","95.119514","192.168.50.1","239.255.255.250","SSDP","509","NOTIFY * HTTP/1.1 "
"668","95.119919","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"669","95.119919","192.168.50.1","239.255.255.250","SSDP","489","NOTIFY * HTTP/1.1 "
"670","95.120174","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"671","95.120174","192.168.50.1","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"672","95.120174","192.168.50.1","239.255.255.250","SSDP","521","NOTIFY * HTTP/1.1 "
"673","95.120479","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"674","95.120886","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"675","95.263212","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"676","95.372190","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"677","95.372190","192.168.50.1","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"678","95.372190","192.168.50.1","239.255.255.250","SSDP","521","NOTIFY * HTTP/1.1 "
"679","95.372416","192.168.50.1","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"680","95.372416","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"681","95.372745","192.168.50.1","239.255.255.250","SSDP","489","NOTIFY * HTTP/1.1 "
"682","95.373075","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"683","95.373075","192.168.50.1","239.255.255.250","SSDP","509","NOTIFY * HTTP/1.1 "
"684","95.373075","192.168.50.1","239.255.255.250","SSDP","450","NOTIFY * HTTP/1.1 "
"685","95.373514","192.168.50.1","239.255.255.250","SSDP","513","NOTIFY * HTTP/1.1 "
"686","95.373514","192.168.50.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"687","96.273273","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"688","96.736981","23.53.4.27","192.168.50.168","TLSv1.2","85","Encrypted Alert"
"689","96.736981","23.53.4.27","192.168.50.168","TCP","60","443  >  55667 [FIN, ACK] Seq=32 Ack=1 Win=1049 Len=0"
"690","96.737043","192.168.50.168","23.53.4.27","TCP","54","55667  >  443 [ACK] Seq=1 Ack=33 Win=1020 Len=0"
"691","97.283172","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"692","98.293369","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"693","98.764086","13.107.42.254","192.168.50.168","TCP","60","443  >  55674 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"694","99.303320","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"695","99.303926","ASUSTekCOMPU_9a:63:18","HewlettPacka_55:49:73","ARP","60","Who has 192.168.50.168? Tell 192.168.50.1"
"696","99.303944","HewlettPacka_55:49:73","ASUSTekCOMPU_9a:63:18","ARP","42","192.168.50.168 is at 48:0f:cf:55:49:73"
"697","99.633832","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"698","100.313348","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"699","100.384592","4.150.240.254","192.168.50.168","TCP","60","443  >  55673 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"700","100.580952","204.79.197.222","192.168.50.168","TCP","60","443  >  55670 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"701","100.647934","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"702","100.656963","192.168.50.1","224.0.0.1","IGMPv3","60","Membership Query, general"
"703","101.323336","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"704","101.671979","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"705","102.333291","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"706","102.501082","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"707","103.343257","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"708","103.494910","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"709","104.353445","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"710","104.502474","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"711","104.551972","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"712","104.853101","165.254.191.197","192.168.50.168","TCP","60","[TCP Keep-Alive] 443  >  49673 [ACK] Seq=256 Ack=824 Win=501 Len=0"
"713","104.853146","192.168.50.168","165.254.191.197","TCP","54","[TCP Keep-Alive ACK] 49673  >  443 [ACK] Seq=824 Ack=257 Win=1023 Len=0"
"714","105.363248","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"715","105.575990","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"716","106.183140","192.168.50.168","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"717","106.373357","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"718","107.190784","192.168.50.168","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"719","107.313437","Cisco_79:23:4c","Broadcast","ARP","60","Gratuitous ARP for 192.168.50.174 (Request)"
"720","107.313437","Cisco_79:23:4c","Broadcast","ARP","60","Who has 192.168.50.174? Tell 0.0.0.0"
"721","107.383426","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"722","107.462804","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"723","107.503182","192.168.50.168","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"724","108.191481","192.168.50.168","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"725","108.393408","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"726","108.519921","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"727","109.207103","192.168.50.168","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"728","109.403469","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"729","109.543985","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"730","110.334149","192.168.50.63","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"731","110.413914","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"732","111.423417","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"733","112.433418","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"734","113.443534","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"735","114.453405","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"736","115.146800","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"737","115.463388","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"738","116.199961","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"739","116.473595","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"740","117.223967","ASUSTekCOMPU_9a:63:18","Broadcast","ARP","60","Who has 192.168.50.88? Tell 192.168.50.1"
"741","117.483319","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"742","118.493482","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"743","119.503419","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"744","119.961092","165.254.191.197","192.168.50.168","TCP","60","[TCP Keep-Alive] 443  >  49673 [ACK] Seq=256 Ack=824 Win=501 Len=0"
"745","119.961138","192.168.50.168","165.254.191.197","TCP","54","[TCP Keep-Alive ACK] 49673  >  443 [ACK] Seq=824 Ack=257 Win=1023 Len=0"
"746","120.513603","192.168.50.174","255.255.255.255","UDP","61","54177  >  9989 Len=19"
"747","120.658296","192.168.50.1","224.0.0.1","IGMPv3","60","Membership Query, general"
"748","121.060005","192.168.50.168","8.8.8.8","DNS","89","Standard query 0xd92a A v10.events.data.microsoft.com"
"749","121.072663","8.8.8.8","192.168.50.168","DNS","226","Standard query response 0xd92a A v10.events.data.microsoft.com CNAME win-global-asimov-leafs-events-data.trafficmanager.net CNAME onedscolprdeus03.eastus.cloudapp.azure.com A 20.42.73.24"
"750","121.073446","192.168.50.168","20.42.73.24","TCP","66","54979  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"751","121.105746","20.42.73.24","192.168.50.168","TCP","66","443  >  54979 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"752","121.106334","192.168.50.168","20.42.73.24","TCP","54","54979  >  443 [ACK] Seq=1 Ack=1 Win=263424 Len=0"
"753","121.106334","192.168.50.168","20.42.73.24","TLSv1.2","268","Client Hello (SNI=v10.events.data.microsoft.com)"
"754","121.148096","20.42.73.24","192.168.50.168","TCP","1514","443  >  54979 [ACK] Seq=1 Ack=215 Win=4194304 Len=1460 [TCP segment of a reassembled PDU]"
